id,level,display_name,llm_annotation
C6049932,5,Graph automorphism,Mathematics
C163834973,3,Numerical linear algebra,Mathematics
C2778627024,2,Semicarbazide,Chemistry
C64015301,5,Genome Biology,Biology
C51044901,5,Strong perfect graph theorem,Mathematics
C3019136697,2,Steamed bread,History
C2781361454,2,Personal mobility,Engineering
C73314972,5,Predicate variable,Mathematics
C2779104420,2,Statue,Art
C39428390,5,Willmore energy,Mathematics
C37113945,3,Dysferlin,Medicine
C2777362162,2,Grand Challenges,Engineering
C2908669727,4,Ambystoma mexicanum,Biology
C85135244,3,Laboratory automation,Engineering
C128258110,4,Uniaxial crystal,Physics
C2777665048,4,Equilibrium moisture content,Materials science
C169663058,4,Stem-loop,Biology
C196978813,3,Hamilton–Jacobi–Bellman equation,Mathematics
C165060548,5,Loan-to-value ratio,Economics
C2993589390,5,Breast cancer metastasis,Medicine
C2778163939,2,Gas lift,Engineering
C2987634937,2,Sensorimotor cortex,Medicine
C148893098,5,Rational quadratic covariance function,Mathematics
C2909750939,2,Funnel Chest,Medicine
C2780187144,3,Paranoid schizophrenia,Psychology
C26490066,4,Circuit extraction,Engineering
C2776920502,2,Hypertrophic osteoarthropathy,Medicine
C2776179084,4,Haloferax volcanii,Biology
C92928450,3,Dance education,Art
C79356670,5,TCP delayed acknowledgment,Computer science
C168498295,2,Total station,Engineering
C201958917,2,Unimodular matrix,Mathematics
C2780631030,3,Pulmonary valve stenosis,Medicine
C2910842333,3,Optic nerve diseases,Medicine
C522180918,2,Public speaking,Sociology
C149617267,2,Warhead,Engineering
C2908926047,4,Polybrominated Biphenyls,Chemistry
C198959055,4,Weyl tensor,Physics
C2776486108,4,Insulin lispro,Medicine
C2993410155,2,Functional organization,Business
C2908739490,3,Arteriovenous Anastomosis,Medicine
C184710815,3,Metachromasia,Medicine
C91751843,3,Field dependence,Psychology
C52486349,4,Criss-cross algorithm,Mathematics
C30518091,2,Ultra low frequency,Physics
C134440745,4,Ladder operator,Physics
C2779095551,4,Tenecteplase,Medicine
C145633696,4,Partial permutation,Mathematics
C2776045273,3,Phantom pain,Medicine
C90166738,5,Noise-figure meter,Engineering
C135302770,3,Work systems,Business
C173366509,2,Reductionism,Philosophy
C100461760,2,Pythagorean theorem,Mathematics
C51889082,2,Channelized,Engineering
C2992149932,3,Human obesity,Medicine
C166782233,3,Message Passing Interface,Computer science
C199927954,4,Landslide mitigation,Environmental science
C19496378,3,C0-semigroup,Mathematics
C2778236026,4,Cathinone,Chemistry
C2777568163,5,Dehalococcoides,Biology
C2781212295,4,Antibiogram,Medicine
C2777616031,2,Stork,Biology
C44139724,4,Finite geometry,Mathematics
C2909086583,3,Pharyngeal flap,Medicine
C2776162770,4,APOBEC,Biology
C2776904851,3,Polyoxymethylene,Materials science
C2776967038,4,Single-chain variable fragment,Biology
C196284684,2,Carbon-14,Chemistry
C3018558359,3,Immune escape,Medicine
C2776053618,4,Denaturing high performance liquid chromatography,Chemistry
C2780166988,3,Transatlantic Trade and Investment Partnership,Economics
C134864226,3,Limit price,Economics
C115477683,2,Transillumination,Medicine
C113036804,3,Prehistoric archaeology,History
C2780200714,2,Juglone,Chemistry
C105153381,3,German literature,Art
C34329639,3,Nacelle,Engineering
C2911076395,3,Iliopsoas Muscle,Medicine
C2777606882,3,Fish bone,Biology
C154314014,5,Web-based simulation,Computer science
C129189402,4,Proneural genes,Biology
C105141246,4,LOCC,Physics
C30467622,5,Compact tension specimen,Materials science
C6418782,4,Quantitative history,History
C2910046242,2,Rectus muscle,Medicine
C2986611964,2,Belt conveyor,Engineering
C2780122544,4,Sodium stibogluconate,Medicine
C2780858604,2,CASK,Medicine
C163862864,4,Relativistic speed,Physics
C2909890608,4,Anus neoplasms,Medicine
C2777281377,3,Earned income tax credit,Economics
C30231744,5,Secret ballot,Political science
C2779845782,2,Deed,Business
C2780374578,3,Habenula,Biology
C2780461338,2,Pityriasis rosea,Medicine
C2776496254,2,Silicic acid,Chemistry
C2908843662,3,Formamides,Chemistry
C2780995637,4,Radical initiator,Chemistry
C154843443,2,Engraving,Art
C186429297,3,Hermite interpolation,Mathematics
C2777009914,3,Elapidae,Biology
C2909900342,4,Immunoglobulin Fc Fragments,Medicine
C3019723476,3,Electronic learning,Computer science
C78727,3,Trapezoidal rule,Mathematics
C137919232,3,Hydroelasticity,Engineering
C191735495,3,Unconformity,Geology
C2777037019,4,Node of Ranvier,Biology
C98347192,3,Test score,Psychology
C2910296942,4,Carotid-Cavernous Sinus Fistula,Medicine
C6791720,2,Trinomial,Mathematics
C2777279920,4,CFU-GM,Biology
C86426650,2,Sequential estimation,Mathematics
C559590911,2,Holy See,Political science
C2777168383,5,Acute retinal necrosis,Medicine
C192606457,3,Distributive lattice,Mathematics
C2986395286,5,Fuzzy inference,Computer science
C2776845247,3,Pythium ultimum,Biology
C6528762,4,Traffic sign recognition,Computer science
C188328357,3,Agostic interaction,Chemistry
C2775894526,3,Prohibitin,Biology
C2779218151,3,Pharyngeal muscles,Medicine
C2909813644,2,Hematological malignancy,Medicine
C2984125019,2,Stochastic dynamics,Mathematics
C2781446604,4,Dolichol,Chemistry
C2776408163,3,Struma ovarii,Medicine
C2779978904,2,Early Head Start,Sociology
C2909420918,2,Aminoquinolines,Chemistry
C2781119296,4,Larus,Biology
C83800877,3,Piston pump,Engineering
C76717236,3,Charismatic authority,Sociology
C82875528,2,Combat stress reaction,Psychology
C2780479087,4,Superior oblique muscle,Medicine
C2780830269,3,Penetrometer,Engineering
C57796230,2,Point group,Mathematics
C4150253,3,Bioelectromagnetics,Physics
C2781431201,2,Phosphinidene,Chemistry
C2910182219,5,Weight Loss Surgery,Medicine
C76471051,5,House of Quality,Engineering
C189069379,4,Ground track,Geography
C2910234982,3,Conjunctival Diseases,Medicine
C2910450773,3,Myxofibrosarcoma,Medicine
C2779368916,4,Antagomir,Medicine
C2780474566,3,Stapedectomy,Medicine
C40343088,3,Recursive Bayesian estimation,Mathematics
C98377741,4,Power gain,Engineering
C2777344480,3,Waqf,History
C193999330,2,Boltzmann distribution,Physics
C51201719,3,ROMK,Medicine
C182899088,4,Apparent molar property,Chemistry
C2992782987,3,Domestic work,Sociology
C2777152325,2,Proposition,Philosophy
C2779778607,2,Plantar warts,Medicine
C161223928,4,Center of curvature,Mathematics
C2779304910,3,Academic freedom,Political science
C172886114,3,Economic interventionism,Economics
C135530808,5,Key-agreement protocol,Computer science
C196880888,2,Vermilion,Chemistry
C156602925,2,Tropical marine climate,Geography
C185588885,3,Soft-decision decoder,Computer science
C2779077761,2,Positive psychological capital,Psychology
C2909408951,3,Intracranial haemorrhage,Medicine
C143397304,5,Geometric quantization,Physics
C2908856526,4,Antibody therapy,Medicine
C2992462627,2,Informal settlements,Geography
C2780365743,4,Steviol,Chemistry
C2778559001,2,East Coast fever,Medicine
C2776360784,4,Radio-frequency quadrupole,Physics
C2779117320,5,Papaya ringspot virus,Biology
C117467278,2,Marine biology,Biology
C2780944724,2,Circle of Willis,Medicine
C2779604560,3,Terthiophene,Chemistry
C2781472820,3,Risk measure,Mathematics
C2775919214,3,Azotemia,Medicine
C2911077099,4,Bovine brucellosis,Medicine
C135670884,4,Néel temperature,Physics
C2778476455,4,Dynamical decoupling,Physics
C2776187506,3,Tetrafluoride,Chemistry
C165830589,3,Knudsen diffusion,Physics
C2910896220,4,Tramadol Hydrochloride,Medicine
C190060920,3,Beamwidth,Physics
C2777938335,3,Hereditary motor and sensory neuropathy,Medicine
C3020197183,2,Shanghai china,Geography
C45586990,2,Densitometer,Physics
C2778962692,2,Field trip,Geography
C2776050331,3,Prostigmata,Biology
C66324066,3,Oboe,Art
C2781032171,4,Aldrin,Chemistry
C2778959938,5,Autoimmune lymphoproliferative syndrome,Medicine
C65691976,3,Posterior pole,Medicine
C2778335811,4,Xenodiagnosis,Medicine
C2779761105,2,Propanoic acid,Chemistry
C2778674958,2,Bidomain model,Medicine
C138774019,3,Planetary surface,Geology
C200985825,2,Syntactic foam,Materials science
C2992647930,3,Urban greening,Environmental science
C2777974732,3,Calcific tendinitis,Medicine
C21425071,2,Project appraisal,Business
C510893854,2,Fandom,Sociology
C200602138,3,Independent equation,Mathematics
C175805485,3,Theca,Biology
C83535845,3,Kanji,History
C2780746774,4,Functional encryption,Computer science
C2780472037,3,Tropicamide,Medicine
C2776067932,4,Cephalosporin C,Medicine
C2775901035,2,Organization studies,Business
C2780992748,4,Portacaval anastomosis,Medicine
C2779305910,2,Corrective feedback,Psychology
C2778163776,2,Throughflow,Environmental science
C114494560,3,Binomial regression,Mathematics
C2776365762,3,Gilbert's syndrome,Medicine
C2778710640,3,Spasmodic dysphonia,Medicine
C2776091176,2,Medius,Medicine
C170290021,5,Fiber to the x,Engineering
C3017886577,2,School nurse,Medicine
C146393371,3,Stable marriage problem,Mathematics
C147493315,3,Hilbert manifold,Mathematics
C2779860364,3,Bacitracin,Medicine
C49766605,2,Linear map,Mathematics
C2910315391,4,Tooth Remineralization,Medicine
C102560166,3,Carreau fluid,Engineering
C154236941,2,Physical optics,Physics
C148027188,3,Unit testing,Computer science
C2781287210,4,Sulfolobus acidocaldarius,Biology
C114693822,5,Schwarzschild geodesics,Physics
C2779272887,3,Disperse dye,Chemistry
C81877008,4,Sperm bank,Medicine
C2775890777,2,Ethical dilemma,Philosophy
C2779881523,4,GCLC,Biology
C2778808658,5,Glucose clamp technique,Medicine
C2777318586,2,Gas leak,Engineering
C111814575,5,IP address spoofing,Computer science
C134503902,4,Information technology management,Business
C3020798145,4,Ballet dancer,Art
C2778915428,3,Perceived organizational support,Psychology
C2776212401,2,Medical humanities,Medicine
C2778589381,3,Chernozem,Geology
C2776605222,3,Wildlife trade,Environmental science
C2778061225,3,Wrasse,Biology
C105076106,5,Population bottleneck,Biology
C2780810561,4,Telithromycin,Medicine
C85196483,3,Ligand binding assay,Biology
C25051078,4,Brownian motor,Physics
C2994104873,2,Gastrointestinal function,Medicine
C2781377247,2,Meldrum's acid,Chemistry
C2780075877,2,Propenyl,Chemistry
C2777962870,2,Sima,Geology
C3018445945,3,Civil servants,Political science
C103048892,2,Epigeal,Biology
C2780188749,4,Zona,Medicine
C150140777,2,Point of interest,Geography
C6180225,2,Penalty method,Mathematics
C47124935,5,Trans-splicing,Biology
C190764699,3,Enthalpy of mixing,Chemistry
C3019439633,4,Bronchial hyperreactivity,Medicine
C90134679,3,Transcortin,Medicine
C102198088,3,Supergene (geology),Geology
C2779214863,3,Polyphemus,History
C2777305454,2,Public sociology,Sociology
C3017857158,2,Anti smoking,Medicine
C2777073813,4,Druj,Philosophy
C2776252412,2,Horner syndrome,Medicine
C2777772685,3,Mindfulness-based stress reduction,Psychology
C18823086,4,Binomial proportion confidence interval,Mathematics
C2909952040,4,Platichthys,Biology
C2910703768,3,Deer mouse,Biology
C2909382536,3,Neurilemoma,Medicine
C177832589,3,Pacemaker potential,Medicine
C112365835,4,Surgical nursing,Medicine
C12949176,2,Terrestrial plant,Biology
C43818450,4,Relativistic heat conduction,Physics
C2911002200,2,Choroiditis,Medicine
C116017498,2,Bevel,Engineering
C2780569236,2,Mesoionic,Chemistry
C2777892620,2,Navicular bone,Medicine
C2778215691,4,Organic peroxide,Chemistry
C7516956,3,Weimar Republic,History
C49874194,3,Discrete dipole approximation,Physics
C150149615,4,Reserve requirement,Economics
C34671766,3,Phosphogypsum,Environmental science
C2778143042,3,Asterias,Biology
C2776741159,2,Beriberi,Medicine
C524757792,3,Gautama Buddha,Philosophy
C2776903810,3,Exophthalmus,Medicine
C14156362,2,Descriptive knowledge,Philosophy
C2780225350,3,Premaxilla,Biology
C2776918371,3,Tumescence,Medicine
C2776063700,3,Pulmonata,Biology
C2777766583,2,Digital signage,Computer science
C18378139,5,Polymetallic replacement deposit,Geology
C10347200,2,Hindsight bias,Psychology
C164528419,3,Bernoulli scheme,Mathematics
C2778104025,3,Eccentric training,Medicine
C41982775,4,Network controllability,Mathematics
C2781381931,4,Election law,Political science
C46905813,4,56-bit encryption,Computer science
C513323569,2,Medical equipment,Medicine
C5383885,3,Simple group,Mathematics
C53688716,3,Harmonic measure,Mathematics
C2779918153,5,Peonidin,Chemistry
C61776360,4,Deep space exploration,Engineering
C2779179668,2,Pigmentation disorder,Medicine
C196765960,3,Standard addition,Chemistry
C2776869330,4,Ceftizoxime,Medicine
C75786153,2,Fibrocyte,Biology
C47279676,3,Thermopile,Physics
C179372163,3,Scene graph,Computer science
C2777109674,4,Electron-transfer dissociation,Chemistry
C57470404,3,Electric displacement field,Physics
C5871375,4,Compact convergence,Mathematics
C2777160999,2,Endovascular surgery,Medicine
C2992437751,3,Synthetic polymer,Materials science
C2779691726,3,Dual loop,Computer science
C123413131,5,Uniformly convex space,Mathematics
C2778516963,2,Relative deprivation,Sociology
C2776394362,2,White-collar crime,Sociology
C148132819,4,Direct pathway of movement,Medicine
C20422478,2,Kepler problem,Physics
C49135098,2,Economic expansion,Economics
C2781326838,5,Plutellidae,Biology
C153396827,3,Catadioptric system,Engineering
C2778255928,4,Shikimate pathway,Biology
C2778706202,3,Agarwood,Biology
C65595194,4,Master clock,Engineering
C2993113146,2,American history,History
C2776368647,3,Cephem,Medicine
C2777697162,3,Pentene,Chemistry
C8480308,3,Intermediate frequency,Engineering
C2778861492,3,Active center,Chemistry
C2780141302,4,Load pull,Engineering
C185837786,4,Constellation diagram,Engineering
C181575753,3,Further education,Sociology
C2776668381,5,Actinorhodin,Chemistry
C47878483,4,Full virtualization,Computer science
C2780964353,3,Revenue sharing,Economics
C529754248,2,Data recovery,Computer science
C98924942,5,Foldase,Biology
C19122763,4,Synchronous learning,Sociology
C2777900271,4,Power cycling,Engineering
C69914010,4,PUREX,Chemistry
C2775895618,2,Datura stramonium,Biology
C82225425,2,Ultra-high vacuum,Physics
C2779238441,3,Inferior oblique muscle,Medicine
C2776598214,4,Withaferin A,Chemistry
C14408790,3,Einstein's constant,Physics
C126125632,3,Milt,Biology
C2777321440,2,Food marketing,Business
C198979508,3,Forest fragmentation,Environmental science
C24412817,4,Plant taxonomy,Biology
C2779985963,3,Floating population,Sociology
C2779360546,4,Caldesmon,Biology
C2988988693,2,Pressure sores,Medicine
C183211740,3,Secretary problem,Mathematics
C123158532,3,Distribution board,Engineering
C2776000872,3,Copper vapor laser,Physics
C2776408402,3,Myringotomy,Medicine
C196955773,3,Immunodiffusion,Medicine
C2909806198,2,Gluteal region,Medicine
C127749002,4,Buffer amplifier,Engineering
C2909463075,5,Yersinia Infections,Medicine
C2776340667,4,Subependymal giant cell astrocytoma,Medicine
C2984132187,2,Virtual classroom,Computer science
C122341333,4,Water trading,Economics
C91754966,4,Phosphoglycerate mutase,Biology
C108338728,4,Progressive cavity pump,Engineering
C121334634,5,Hadamard's maximal determinant problem,Mathematics
C52438962,2,Rationalization (economics),Economics
C2778043781,4,Trialeurodes,Biology
C137338518,5,Bivalent chromatin,Biology
C70468152,2,Conductometry,Chemistry
C168334404,4,Regular homotopy,Mathematics
C2781010134,3,Weigh in motion,Engineering
C2781076405,3,Vulvar intraepithelial neoplasia,Medicine
C3020476846,3,Acne scars,Medicine
C2775989986,2,Velopharyngeal insufficiency,Medicine
C2777983101,3,Job control,Computer science
C26659971,3,Fluorescence recovery after photobleaching,Biology
C2781153452,5,Pedunculopontine nucleus,Medicine
C2780160660,3,Incentive salience,Psychology
C2777436413,5,Nocardia brasiliensis,Biology
C90182286,2,Sociobiology,Biology
C2778315130,4,Pomacentridae,Biology
C2776312796,2,Calendula officinalis,Biology
C160786031,3,Compulsory arbitration,Political science
C207972119,5,Cash on cash return,Business
C2779790080,2,Oxazolone,Chemistry
C18347183,5,Basel I,Economics
C69769044,3,Stewart platform,Engineering
C2776609970,2,Electrofusion,Engineering
C146920229,4,Automated X-ray inspection,Engineering
C113313756,3,Diagonal matrix,Mathematics
C55537702,3,Cellular homology,Mathematics
C2779285336,4,Lacunar stroke,Medicine
C2776905955,3,Marchantiophyta,Biology
C2992990353,2,Forest industry,Business
C116779161,5,Reflected Brownian motion,Mathematics
C2778505985,3,Mating disruption,Biology
C139268390,2,Opinion leadership,Sociology
C2777990475,3,Lymphocytopenia,Medicine
C97546083,2,Plant stem,Biology
C28845197,2,Ampoule,Medicine
C2779608047,4,Epilepsia partialis continua,Medicine
C2776847746,4,Prenatal development,Medicine
C2994091943,2,Blood collection,Medicine
C44210515,2,Bespoke,Business
C2780304102,3,Shallow donor,Physics
C2777776507,3,Lexico,Computer science
C105662462,2,Clinical neuropsychology,Psychology
C2781006864,4,Temazepam,Medicine
C2993278735,3,Radiation injury,Medicine
C109825930,4,Polarity symbols,Physics
C2780056496,5,Hepatitis B immune globulin,Medicine
C2777650924,3,Early childhood intervention,Psychology
C2781158288,4,FMRFamide,Biology
C205963292,3,Enthalpy change of solution,Chemistry
C150321799,4,Mid vowel,Sociology
C2777207601,3,Auditory neuropathy,Medicine
C87578567,3,Levenberg–Marquardt algorithm,Mathematics
C111261844,3,Recalcitrant seed,Biology
C118346598,5,Group I catalytic intron,Biology
C75974155,2,Butterfly valve,Engineering
C2780001282,3,Fair Housing Act,Political science
C161965511,5,Random early detection,Computer science
C2778121517,4,Fusarium oxysporum f.sp. lycopersici,Biology
C131323648,2,Classical antiquity,History
C157263771,2,Taxable income,Economics
C2910696605,5,Transitional Cell,Medicine
C2777454149,2,Selfie,Sociology
C2778906449,4,Multicopper oxidase,Biology
C2911202535,3,Pulmonary Veno-Occlusive Disease,Medicine
C95727064,3,Derivatives market,Economics
C2777199835,2,Communicative action,Sociology
C6293838,5,Bipolar nebula,Physics
C2909680690,2,KERATOCONJUNCTIVITIS SICCA,Medicine
C2779498050,5,Release factor,Biology
C2776818590,5,Natural Product Research,Chemistry
C3082036,5,Job rotation,Business
C2776767379,3,Dynamic hip screw,Medicine
C2780374836,4,Expressive Suppression,Psychology
C2778937662,4,Bepridil,Medicine
C2780918018,2,Self-criticism,Psychology
C2780647032,2,Gardner's syndrome,Medicine
C2780325035,4,Acaridae,Biology
C2776128617,3,Political theology,Political science
C2776639496,2,Dynamic loading,Computer science
C129225989,3,Cash crop,Economics
C154269507,4,Maternal-fetal medicine,Medicine
C132351222,3,Serial passage,Biology
C2775881469,2,Rugosa,Biology
C166109690,3,Action selection,Computer science
C2780121717,3,Plagiocephaly,Medicine
C2776168963,4,Perforant path,Medicine
C2780304817,2,Factitious disorder,Psychology
C2778071103,2,Precarity,Sociology
C57467194,4,Power system simulator for engineering,Engineering
C2778223628,3,Red yeast rice,Medicine
C2778443809,2,Smut,Biology
C2779175135,2,Pollock,Art
C2779589923,3,Pulmonary shunt,Medicine
C115633367,5,Delta operator,Mathematics
C2777587559,5,Enteroaggregative Escherichia coli,Medicine
C2776945810,3,Data anonymization,Computer science
C72453395,3,Breathy voice,Medicine
C203087120,3,Helix bundle,Biology
C62142553,4,Convergent evolution,Biology
C164699527,4,Supplementary eye field,Medicine
C94465730,3,Logistic distribution,Mathematics
C178609977,3,Spectral sequence,Mathematics
C163421366,5,Intrinsic apoptosis,Biology
C203833618,3,Bravais lattice,Physics
C2779533009,4,Maxillary hypoplasia,Medicine
C182163834,5,Value noise,Computer science
C2779340996,3,Biliary fistula,Medicine
C2778518025,4,Stachyose,Chemistry
C2910266460,3,Brain Contusion,Medicine
C129794794,4,New Federalism,Political science
C2776682256,4,Lithium iodide,Chemistry
C40011592,2,Prefabrication,Engineering
C2778022302,5,Gene co-expression network,Biology
C2992212200,3,Eucalyptus camaldulensis,Biology
C2776083883,5,Ticarcillin,Medicine
C2777460463,3,Cerium nitrate,Chemistry
C93698799,5,Factor regression model,Mathematics
C2777195229,2,Marital separation,Sociology
C2781323245,2,Hang,Art
C23845534,5,Group delay dispersion,Physics
C2910668435,3,Carbamide peroxide,Chemistry
C2776174103,2,STELLA (programming language),Computer science
C193539361,2,Geologic record,Geology
C2777594072,3,Pharmacopoeia,Medicine
C2988541539,2,Team development,Business
C2780487640,3,Phalloplasty,Medicine
C2908784851,3,Pomacea canaliculata,Biology
C110893760,5,Named graph,Computer science
C2779000830,3,Anisakidae,Biology
C2993070364,3,Amino acid analysis,Chemistry
C3017977530,3,Acute hospital,Medicine
C114170632,2,Novikov self-consistency principle,Physics
C2777974785,4,Rhabdoviridae,Biology
C2777794352,2,Dioscorea rotundata,Biology
C2778467458,3,Pteridaceae,Biology
C95918197,3,Rock mass rating,Geology
C91262260,2,End user,Computer science
C83713313,4,HSPA9,Biology
C158436829,5,Architectural geometry,Engineering
C198260499,5,Phylogenetic nomenclature,Biology
C2911074991,3,Mayer-Rokitansky-Kuster-Hauser Syndrome,Medicine
C2775955634,2,Maxim,Philosophy
C49651878,3,Radial immunodiffusion,Medicine
C2778281098,2,Deferral,Economics
C140006998,3,Dynamic program analysis,Computer science
C116108083,4,Ray casting,Computer science
C126172416,3,Carbon neutrality,Environmental science
C2911143526,3,Monodelphis domestica,Biology
C2991978137,2,Leisure activity,Sociology
C2777166712,3,Selective IgA deficiency,Medicine
C2779312582,3,Counterparty,Business
C2779208316,3,Arterial embolism,Medicine
C2776657402,3,Pulmonary artery banding,Medicine
C2779294082,4,Lolium rigidum,Biology
C42057802,4,Anomalous photovoltaic effect,Physics
C204312592,4,Storage heater,Engineering
C2777366737,4,Cecropin,Biology
C70095417,5,Anti-plurality voting,Political science
C17329761,5,Thalamic stimulator,Medicine
C186497982,4,PKCS #1,Computer science
C2778518303,4,Radial keratotomy,Medicine
C47702881,3,Internal financing,Business
C2776915394,3,Customer engagement,Business
C75453227,5,2D computer graphics,Computer science
C2779001512,5,Actinomycetaceae,Biology
C181789720,2,Asymptotically optimal algorithm,Computer science
C100012643,5,Expression cassette,Biology
C146667757,3,System in package,Engineering
C19177301,2,Liquid gas,Chemistry
C2777449572,2,Diethylamine,Chemistry
C2779899686,3,Implicature,Philosophy
C201154478,5,Amplitude distortion,Engineering
C2776829726,2,Deductible,Business
C2777553757,2,Sapindaceae,Biology
C2778734905,2,Reinterpretation,Philosophy
C2780227091,3,Tifton,Geography
C101336063,5,Informative advertising,Business
C60090325,4,Transformative mediation,Psychology
C2779449703,5,Gelastic seizure,Medicine
C2778010927,3,Galvanic vestibular stimulation,Medicine
C38350389,2,Microphonics,Physics
C14455310,4,Digital biquad filter,Engineering
C35242323,4,RRKM theory,Chemistry
C2776030290,4,Lactobacillus helveticus,Biology
C142692745,2,Speciality chemicals,Chemistry
C91541141,5,Variable-gain amplifier,Engineering
C2776131566,2,Mycosphaerella,Biology
C196224560,3,Kramers–Kronig relations,Physics
C116425068,5,Adversarial information retrieval,Computer science
C2777014246,3,Brushtail possum,Biology
C2992061803,2,River bed,Geology
C40422974,2,Assertion,Philosophy
C2781471670,3,Rolandic epilepsy,Medicine
C2776668709,5,Minute virus of mice,Biology
C2779123245,3,Solid wood,Materials science
C2776034591,2,Traffic police,Political science
C2776918747,3,Paeoniflorin,Chemistry
C2780750384,3,Kestrel,Biology
C2780593349,3,Sebastes,Biology
C2908839706,3,Ectopic thyroid,Medicine
C2983592243,3,Mobile wireless,Engineering
C2779667052,2,Mortality salience,Psychology
C236027,4,Glomus cell,Medicine
C2778104808,3,Hydrophobin,Biology
C2776146729,5,Flavin-containing monooxygenase,Biology
C2778914735,4,Employer branding,Business
C164794517,4,Stem cell niche,Biology
C2994486638,2,American west,History
C148444598,4,Binomial test,Mathematics
C2777208983,4,Viral meningitis,Medicine
C2778013464,2,p-Cresol,Chemistry
C2777643690,2,Abdominal mass,Medicine
C2777311218,4,Plateau pressure,Medicine
C2910980626,3,Telangiectases,Medicine
C2779128551,3,Triflic acid,Chemistry
C77922377,4,Individualistic culture,Sociology
C2778793789,3,Marten,Biology
C10784197,3,Non-Euclidean geometry,Mathematics
C115443555,5,Equal-cost multi-path routing,Computer science
C197247276,3,Chaotic scattering,Physics
C2776756211,3,Wolfram syndrome,Medicine
C2781059462,2,Concordance correlation coefficient,Mathematics
C2910430321,4,Chondromatosis,Medicine
C2776333044,2,Picolinic acid,Chemistry
C137180784,5,Nested transaction,Computer science
C2994188298,3,Political action,Political science
C2986862884,3,Language translation,Computer science
C2993185017,3,Girder bridge,Engineering
C101496351,2,State of matter,Physics
C23678191,4,Limited liability partnership,Business
C2780796293,4,Hyoscyamine,Medicine
C2777708036,3,Atomic carbon,Chemistry
C2910946863,4,Hand dermatitis,Medicine
C2779606280,2,Cyanamide,Chemistry
C2777316251,5,Hexafluoropropylene,Chemistry
C2778526639,4,Fowl cholera,Medicine
C140167661,4,Iron oxide copper gold ore deposits,Geology
C2777860415,3,Propiconazole,Chemistry
C149701218,3,Cantor function,Mathematics
C95082708,2,Crosswind,Physics
C2780518958,3,Phasianus,Biology
C130361206,4,Calnexin,Biology
C3017819844,3,Blood smear,Medicine
C67923128,2,Jacobi method,Mathematics
C2778313199,4,Streptococcus bovis,Biology
C2778086318,2,Polyporaceae,Biology
C2781009160,4,AspectJ,Computer science
C2779386820,3,Water safety,Environmental science
C103299284,3,Sieve tube element,Biology
C156903151,4,Ring of symmetric functions,Mathematics
C2780723968,3,Outgoing longwave radiation,Physics
C205684552,2,Péclet number,Engineering
C175604262,3,Near field communication,Computer science
C103578843,2,Pneumatic flow control,Engineering
C2780248498,3,Retropharyngeal space,Medicine
C11957725,4,Gentamicin protection assay,Medicine
C128381798,5,H-TCP,Computer science
C2776790153,3,Ectrodactyly,Medicine
C2777570082,3,Lungfish,Biology
C2910123053,3,Karnofsky Performance Status,Medicine
C89484641,3,Standardized rate,Medicine
C3018311702,2,Motivation to learn,Psychology
C2779417233,4,Primitive mantle,Geology
C2779810333,5,Pseudouridine,Biology
C2993065466,3,Christian faith,Philosophy
C2984249346,3,Phase compensation,Engineering
C3017886887,3,Combustion products,Chemistry
C2992187713,3,Spark discharge,Physics
C2777439193,3,Rhodiola,Biology
C2780211071,4,Anti-NMDA receptor encephalitis,Medicine
C2776455164,2,Schizophyllum commune,Biology
C2779779452,3,Mountain pass theorem,Mathematics
C2992240565,3,Protein evolution,Biology
C97519476,3,Mandelbrot set,Mathematics
C167150821,4,Hyperbolic group,Mathematics
C2778169610,2,Suncus,Biology
C101257415,5,General Dirichlet series,Mathematics
C175482610,5,Magnetosphere of Jupiter,Physics
C2778693846,4,Plantaris muscle,Medicine
C529018008,4,Parliamentary procedure,Political science
C135598885,2,Row,Mathematics
C2779456107,2,Senna,Biology
C175933922,2,Artificial skin,Medicine
C2776463394,4,Catla,Biology
C168054591,5,Story-driven modeling,Computer science
C2778758119,3,Photorhabdus luminescens,Biology
C105888692,2,Involute,Mathematics
C200161520,4,Gauge anomaly,Physics
C201729690,5,Estrogen-related receptor alpha,Biology
C104513104,3,Displaced person,Sociology
C2777528026,2,Inga,Biology
C38807378,5,Wingtip vortices,Physics
C2777821299,3,Developmental state,Political science
C2778399435,2,Video server,Computer science
C106825092,5,Leukemia inhibitory factor receptor,Medicine
C165293857,2,Binary Golay code,Mathematics
C190362163,5,TCP hole punching,Computer science
C2781305811,4,Acartia tonsa,Biology
C2777914628,3,Hydroxylapatite,Materials science
C2777095108,3,Egg cell,Biology
C2994140392,2,Behavioral therapy,Psychology
C117915434,3,Frenkel defect,Materials science
C2779086053,3,Demodex,Biology
C3232509,2,Instinct,Psychology
C37505551,3,Model output statistics,Mathematics
C2780144881,3,Adult Learning,Psychology
C2777908453,2,By-product,Business
C178016937,3,Exclusion clause,Business
C70033521,3,Reflecting telescope,Physics
C133055659,2,Tire balance,Engineering
C5733905,3,Survey sampling,Mathematics
C2989149083,3,Virtual instrument,Computer science
C98940541,4,Environmental design and planning,Environmental science
C2993190508,2,Religious diversity,Sociology
C2991768119,3,Legislative process,Political science
C126743268,3,Intermediate Disturbance Hypothesis,Biology
C2781427539,4,Brachiocephalic artery,Medicine
C2909831804,3,Psychoanalytic Therapy,Psychology
